taxID,sciName,HGNC_Symbol,gene_in_dataset
9606,Homo sapiens,TRIM3,TRUE
9606,Homo sapiens,CHORDC1,TRUE
9606,Homo sapiens,ANAPC15,TRUE
9606,Homo sapiens,ARHGEF17,TRUE
9606,Homo sapiens,EIF4G2,TRUE
9606,Homo sapiens,IL10RA,TRUE
9606,Homo sapiens,BIRC2,TRUE
9606,Homo sapiens,DDX6,TRUE
9606,Homo sapiens,CBL,TRUE
9606,Homo sapiens,HIPK3,TRUE
9606,Homo sapiens,COMMD9,TRUE
9606,Homo sapiens,SLC15A3,TRUE
9606,Homo sapiens,MDK,TRUE
9606,Homo sapiens,AMBRA1,TRUE
9606,Homo sapiens,MADD,TRUE
9606,Homo sapiens,PTPMT1,TRUE
9606,Homo sapiens,CARS1,TRUE
9606,Homo sapiens,CD81,TRUE
9606,Homo sapiens,C11ORF21,TRUE
9606,Homo sapiens,PITPNM1,TRUE
9606,Homo sapiens,RPS13,TRUE
9606,Homo sapiens,NUP98,TRUE
9606,Homo sapiens,NDUFS8,TRUE
9606,Homo sapiens,CHKA,TRUE
9606,Homo sapiens,HPS5,TRUE
9606,Homo sapiens,GTF2H1,TRUE
9606,Homo sapiens,POU2AF1,TRUE
9606,Homo sapiens,VWF,TRUE
9606,Homo sapiens,PPFIBP1,TRUE
9606,Homo sapiens,CD69,TRUE
9606,Homo sapiens,PRDM4,TRUE
9606,Homo sapiens,COQ5,TRUE
9606,Homo sapiens,CORO1C,TRUE
9606,Homo sapiens,KCTD10,TRUE
9606,Homo sapiens,SLC11A2,TRUE
9606,Homo sapiens,MVK,TRUE
9606,Homo sapiens,CAMKK2,TRUE
9606,Homo sapiens,ATP5F1B,TRUE
9606,Homo sapiens,PTGES3,TRUE
9606,Homo sapiens,BCL7A,TRUE
9606,Homo sapiens,RSRC2,TRUE
9606,Homo sapiens,CYP27B1,TRUE
9606,Homo sapiens,LIN7A,TRUE
9606,Homo sapiens,KRT18,TRUE
9606,Homo sapiens,METAP2,TRUE
9606,Homo sapiens,ELK3,TRUE
9606,Homo sapiens,SLC6A12,TRUE
9606,Homo sapiens,MAGOHB,TRUE
9606,Homo sapiens,FOXM1,TRUE
9606,Homo sapiens,PRR4,TRUE
9606,Homo sapiens,ARPC3,TRUE
9606,Homo sapiens,GPN3,TRUE
9606,Homo sapiens,VPS29,TRUE
9606,Homo sapiens,FGF6,TRUE
9606,Homo sapiens,RAD51AP1,TRUE
9606,Homo sapiens,DUSP16,TRUE
9606,Homo sapiens,CDKN1B,TRUE
9606,Homo sapiens,NAA25,TRUE
9606,Homo sapiens,CDK2AP1,TRUE
9606,Homo sapiens,GTF2H3,TRUE
9606,Homo sapiens,EIF2B1,TRUE
9606,Homo sapiens,DDX55,TRUE
9606,Homo sapiens,ENDOU,TRUE
9606,Homo sapiens,VDR,TRUE
9606,Homo sapiens,RFC5,TRUE
9606,Homo sapiens,COPZ1,TRUE
9606,Homo sapiens,TBC1D30,TRUE
9606,Homo sapiens,CAND1,TRUE
9606,Homo sapiens,IL26,TRUE
9606,Homo sapiens,RAB5B,TRUE
9606,Homo sapiens,NUP107,TRUE
9606,Homo sapiens,CNOT2,TRUE
9606,Homo sapiens,TIMELESS,TRUE
9606,Homo sapiens,CPSF6,TRUE
9606,Homo sapiens,KRR1,TRUE
9606,Homo sapiens,MRPL51,TRUE
9606,Homo sapiens,GAPDH,TRUE
9606,Homo sapiens,NOP2,TRUE
9606,Homo sapiens,CHD4,TRUE
9606,Homo sapiens,GNB3,TRUE
9606,Homo sapiens,CDCA3,TRUE
9606,Homo sapiens,USP5,TRUE
9606,Homo sapiens,TPI1,TRUE
9606,Homo sapiens,ATN1,TRUE
9606,Homo sapiens,LPCAT3,TRUE
9606,Homo sapiens,SUDS3,TRUE
9606,Homo sapiens,GOLT1B,TRUE
9606,Homo sapiens,HCFC2,TRUE
9606,Homo sapiens,RAB35,TRUE
9606,Homo sapiens,COX6A1,TRUE
9606,Homo sapiens,RFX4,TRUE
9606,Homo sapiens,SRSF9,TRUE
9606,Homo sapiens,FGFR1OP2,TRUE
9606,Homo sapiens,COL12A1,TRUE
9606,Homo sapiens,BTN3A3,TRUE
9606,Homo sapiens,TDP2,TRUE
9606,Homo sapiens,FRK,TRUE
9606,Homo sapiens,MAK,TRUE
9606,Homo sapiens,PAK1IP1,TRUE
9606,Homo sapiens,NEDD9,TRUE
9606,Homo sapiens,MCM9,TRUE
9606,Homo sapiens,RNGTT,TRUE
9606,Homo sapiens,SERINC1,TRUE
9606,Homo sapiens,TPD52L1,TRUE
9606,Homo sapiens,HINT3,TRUE
9606,Homo sapiens,RIPOR2,TRUE
9606,Homo sapiens,UST,TRUE
9606,Homo sapiens,FBXO5,TRUE
9606,Homo sapiens,MTRF1L,TRUE
9606,Homo sapiens,FANCE,TRUE
9606,Homo sapiens,TULP1,TRUE
9606,Homo sapiens,SLC26A8,TRUE
9606,Homo sapiens,MAPK14,TRUE
9606,Homo sapiens,RHAG,TRUE
9606,Homo sapiens,STK38,TRUE
9606,Homo sapiens,SRSF3,TRUE
9606,Homo sapiens,SOD2,TRUE
9606,Homo sapiens,MRPL18,TRUE
9606,Homo sapiens,MCM3,TRUE
9606,Homo sapiens,RNF8,TRUE
9606,Homo sapiens,CILK1,TRUE
9606,Homo sapiens,FBXO9,TRUE
9606,Homo sapiens,MDN1,TRUE
9606,Homo sapiens,BACH2,TRUE
9606,Homo sapiens,CCNC,TRUE
9606,Homo sapiens,E2F3,TRUE
9606,Homo sapiens,PTP4A1,TRUE
9606,Homo sapiens,ASCC3,TRUE
9606,Homo sapiens,COL9A1,TRUE
9606,Homo sapiens,MED23,TRUE
9606,Homo sapiens,VNN1,TRUE
9606,Homo sapiens,RPS12,TRUE
9606,Homo sapiens,GMNN,TRUE
9606,Homo sapiens,EYA4,TRUE
9606,Homo sapiens,NR2E1,TRUE
9606,Homo sapiens,HBS1L,TRUE
9606,Homo sapiens,PEX7,TRUE
9606,Homo sapiens,SLC39A7,TRUE
9606,Homo sapiens,QKI,TRUE
9606,Homo sapiens,TFEB,TRUE
9606,Homo sapiens,CCND3,TRUE
9606,Homo sapiens,BYSL,TRUE
9606,Homo sapiens,TBP,TRUE
9606,Homo sapiens,GUCA1B,TRUE
9606,Homo sapiens,PPP2R5D,TRUE
9606,Homo sapiens,MRPL2,TRUE
9606,Homo sapiens,SRF,TRUE
9606,Homo sapiens,CUL9,TRUE
9606,Homo sapiens,DUSP22,TRUE
9606,Homo sapiens,EXOC2,TRUE
9606,Homo sapiens,TMEM30A,TRUE
9606,Homo sapiens,SENP6,TRUE
9606,Homo sapiens,VEGFA,TRUE
9606,Homo sapiens,PRPF4B,TRUE
9606,Homo sapiens,TTK,TRUE
9606,Homo sapiens,ENPP5,TRUE
9606,Homo sapiens,ERBIN,TRUE
9606,Homo sapiens,HARS2,TRUE
9606,Homo sapiens,C7,TRUE
9606,Homo sapiens,HMGCS1,TRUE
9606,Homo sapiens,NME5,TRUE
9606,Homo sapiens,BRD8,TRUE
9606,Homo sapiens,KIF20A,TRUE
9606,Homo sapiens,NNT,TRUE
9606,Homo sapiens,MRPS30,TRUE
9606,Homo sapiens,HSPA9,TRUE
9606,Homo sapiens,MRPS27,TRUE
9606,Homo sapiens,PFDN1,TRUE
9606,Homo sapiens,SLC4A9,TRUE
9606,Homo sapiens,APBB3,TRUE
9606,Homo sapiens,TMCO6,TRUE
9606,Homo sapiens,SPARC,TRUE
9606,Homo sapiens,IK,TRUE
9606,Homo sapiens,HMGCR,TRUE
9606,Homo sapiens,CERT1,TRUE
9606,Homo sapiens,FAF2,TRUE
9606,Homo sapiens,CLK4,TRUE
9606,Homo sapiens,ITK,TRUE
9606,Homo sapiens,RNF130,TRUE
9606,Homo sapiens,THG1L,TRUE
9606,Homo sapiens,CLINT1,TRUE
9606,Homo sapiens,CNOT6,TRUE
9606,Homo sapiens,TTC1,TRUE
9606,Homo sapiens,RASGRF2,TRUE
9606,Homo sapiens,GABRG2,TRUE
9606,Homo sapiens,CCNG1,TRUE
9606,Homo sapiens,DROSHA,TRUE
9606,Homo sapiens,LMNB1,TRUE
9606,Homo sapiens,SUB1,TRUE
9606,Homo sapiens,TARS1,TRUE
9606,Homo sapiens,PDE4D,TRUE
9606,Homo sapiens,RAD1,TRUE
9606,Homo sapiens,BRIX1,TRUE
9606,Homo sapiens,PRLR,TRUE
9606,Homo sapiens,SLC12A7,TRUE
9606,Homo sapiens,IL4,TRUE
9606,Homo sapiens,RAD50,TRUE
9606,Homo sapiens,GNPDA1,TRUE
9606,Homo sapiens,SKP1,TRUE
9606,Homo sapiens,NUP155,TRUE
9606,Homo sapiens,PPP2CA,TRUE
9606,Homo sapiens,FGF1,TRUE
9606,Homo sapiens,NR3C1,TRUE
9606,Homo sapiens,C5ORF15,TRUE
9606,Homo sapiens,PPWD1,TRUE
9606,Homo sapiens,TRAPPC13,TRUE
9606,Homo sapiens,TTC33,TRUE
9606,Homo sapiens,RARS1,TRUE
9606,Homo sapiens,WWC1,TRUE
9606,Homo sapiens,MACROH2A1,TRUE
9606,Homo sapiens,TCERG1,TRUE
9606,Homo sapiens,SMAD5,TRUE
9606,Homo sapiens,CSNK1A1,TRUE
9606,Homo sapiens,HMGXB3,TRUE
9606,Homo sapiens,PDGFRB,TRUE
9606,Homo sapiens,ATP6V0E1,TRUE
9606,Homo sapiens,BNIP1,TRUE
9606,Homo sapiens,STC2,TRUE
9606,Homo sapiens,SMC4,TRUE
9606,Homo sapiens,ACTR8,TRUE
9606,Homo sapiens,TIMMDC1,TRUE
9606,Homo sapiens,HRG,TRUE
9606,Homo sapiens,BCL6,TRUE
9606,Homo sapiens,KPNA1,TRUE
9606,Homo sapiens,UBE3A,TRUE
9606,Homo sapiens,ARMC8,TRUE
9606,Homo sapiens,GRK7,TRUE
9606,Homo sapiens,RNF7,TRUE
9606,Homo sapiens,TFDP2,TRUE
9606,Homo sapiens,XRN1,TRUE
9606,Homo sapiens,KAT2B,TRUE
9606,Homo sapiens,SERPINI2,TRUE
9606,Homo sapiens,PDCD10,TRUE
9606,Homo sapiens,WNT5A,TRUE
9606,Homo sapiens,ECT2,TRUE
9606,Homo sapiens,GNAI2,TRUE
9606,Homo sapiens,TFG,TRUE
9606,Homo sapiens,USP9Y,TRUE
9606,Homo sapiens,RPL24,TRUE
9606,Homo sapiens,IFT57,TRUE
9606,Homo sapiens,HHLA2,TRUE
9606,Homo sapiens,GBE1,TRUE
9606,Homo sapiens,UMPS,TRUE
9606,Homo sapiens,NCBP2,TRUE
9606,Homo sapiens,SNX4,TRUE
9606,Homo sapiens,ATP6V1A,TRUE
9606,Homo sapiens,CSPG5,TRUE
9606,Homo sapiens,SCAP,TRUE
9606,Homo sapiens,NEK11,TRUE
9606,Homo sapiens,MRPL3,TRUE
9606,Homo sapiens,HEMK1,TRUE
9606,Homo sapiens,MAPKAPK3,TRUE
9606,Homo sapiens,ACVR2B,TRUE
9606,Homo sapiens,WDR48,TRUE
9606,Homo sapiens,RRP9,TRUE
9606,Homo sapiens,EIF1B,TRUE
9606,Homo sapiens,ARHGEF26,TRUE
9606,Homo sapiens,SSR3,TRUE
9606,Homo sapiens,ZBTB47,TRUE
9606,Homo sapiens,NKTR,TRUE
9606,Homo sapiens,FOXP1,TRUE
9606,Homo sapiens,EIF4G1,TRUE
9606,Homo sapiens,NEK4,TRUE
9606,Homo sapiens,INO80D,TRUE
9606,Homo sapiens,ADAM23,TRUE
9606,Homo sapiens,KANSL3,TRUE
9606,Homo sapiens,IL1A,TRUE
9606,Homo sapiens,CCL20,TRUE
9606,Homo sapiens,PIKFYVE,TRUE
9606,Homo sapiens,KCNIP3,TRUE
9606,Homo sapiens,NCL,TRUE
9606,Homo sapiens,ZAP70,TRUE
9606,Homo sapiens,ACTR3,TRUE
9606,Homo sapiens,TFCP2L1,TRUE
9606,Homo sapiens,SF3B6,TRUE
9606,Homo sapiens,TP53I3,TRUE
9606,Homo sapiens,POMC,TRUE
9606,Homo sapiens,OTOF,TRUE
9606,Homo sapiens,CENPA,TRUE
9606,Homo sapiens,CYTIP,TRUE
9606,Homo sapiens,ACVR1,TRUE
9606,Homo sapiens,SLC30A3,TRUE
9606,Homo sapiens,GTF3C2,TRUE
9606,Homo sapiens,EIF2B4,TRUE
9606,Homo sapiens,NRBP1,TRUE
9606,Homo sapiens,PSMD14,TRUE
9606,Homo sapiens,PPM1G,TRUE
9606,Homo sapiens,RPS15,TRUE
9606,Homo sapiens,INO80B,TRUE
9606,Homo sapiens,MOGS,TRUE
9606,Homo sapiens,NDUFS7,TRUE
9606,Homo sapiens,GRB14,TRUE
9606,Homo sapiens,AUP1,TRUE
9606,Homo sapiens,HTRA2,TRUE
9606,Homo sapiens,POLE4,TRUE
9606,Homo sapiens,EVA1A,TRUE
9606,Homo sapiens,MRPL19,TRUE
9606,Homo sapiens,WDR75,TRUE
9606,Homo sapiens,REG1A,TRUE
9606,Homo sapiens,FANCL,TRUE
9606,Homo sapiens,FN1,TRUE
9606,Homo sapiens,STAT1,TRUE
9606,Homo sapiens,GLS,TRUE
9606,Homo sapiens,PAPOLG,TRUE
9606,Homo sapiens,ELMOD3,TRUE
9606,Homo sapiens,CCT4,TRUE
9606,Homo sapiens,SF3B1,TRUE
9606,Homo sapiens,PDCL3,TRUE
9606,Homo sapiens,MOB4,TRUE
9606,Homo sapiens,HSPE1,TRUE
9606,Homo sapiens,CHMP3,TRUE
9606,Homo sapiens,WNT6,TRUE
9606,Homo sapiens,IL1RL2,TRUE
9606,Homo sapiens,FHL2,TRUE
9606,Homo sapiens,UXS1,TRUE
9606,Homo sapiens,ABCB6,TRUE
9606,Homo sapiens,HDLBP,TRUE
9606,Homo sapiens,PPP1R7,TRUE
9606,Homo sapiens,PASK,TRUE
9606,Homo sapiens,STK25,TRUE
9606,Homo sapiens,ID2,TRUE
9606,Homo sapiens,TAF1B,TRUE
9606,Homo sapiens,ODC1,TRUE
9606,Homo sapiens,BIRC6,TRUE
9606,Homo sapiens,NOL10,TRUE
9606,Homo sapiens,STRN,TRUE
9606,Homo sapiens,CEBPZ,TRUE
9606,Homo sapiens,PRKD3,TRUE
9606,Homo sapiens,RMDN2,TRUE
9606,Homo sapiens,DLX2,TRUE
9606,Homo sapiens,DARS1,TRUE
9606,Homo sapiens,SRSF7,TRUE
9606,Homo sapiens,SOS1,TRUE
9606,Homo sapiens,ORC2,TRUE
9606,Homo sapiens,PNO1,TRUE
9606,Homo sapiens,ORC4,TRUE
9606,Homo sapiens,ATF2,TRUE
9606,Homo sapiens,AAK1,TRUE
9606,Homo sapiens,EPAS1,TRUE
9606,Homo sapiens,ARID3A,TRUE
9606,Homo sapiens,ATP6V1B1,TRUE
9606,Homo sapiens,NFE2L2,TRUE
9606,Homo sapiens,SPR,TRUE
9606,Homo sapiens,EPHA4,TRUE
9606,Homo sapiens,FARSB,TRUE
9606,Homo sapiens,ALMS1,TRUE
9606,Homo sapiens,BCL9,TRUE
9606,Homo sapiens,MARK1,TRUE
9606,Homo sapiens,TPSG1,TRUE
9606,Homo sapiens,WRAP73,TRUE
9606,Homo sapiens,NPHS2,TRUE
9606,Homo sapiens,MRPL37,TRUE
9606,Homo sapiens,ICMT,TRUE
9606,Homo sapiens,RPL22,TRUE
9606,Homo sapiens,CHD5,TRUE
9606,Homo sapiens,QSOX1,TRUE
9606,Homo sapiens,STXBP3,TRUE
9606,Homo sapiens,MECR,TRUE
9606,Homo sapiens,WDR77,TRUE
9606,Homo sapiens,ATP5PB,TRUE
9606,Homo sapiens,HDAC1,TRUE
9606,Homo sapiens,SCAMP3,TRUE
9606,Homo sapiens,SFPQ,TRUE
9606,Homo sapiens,GON4L,TRUE
9606,Homo sapiens,LAMTOR2,TRUE
9606,Homo sapiens,DOCK7,TRUE
9606,Homo sapiens,SRM,TRUE
9606,Homo sapiens,FBXO2,TRUE
9606,Homo sapiens,FBXO6,TRUE
9606,Homo sapiens,MAD2L2,TRUE
9606,Homo sapiens,DNAJC6,TRUE
9606,Homo sapiens,IVNS1ABP,TRUE
9606,Homo sapiens,MFN2,TRUE
9606,Homo sapiens,SMG7,TRUE
9606,Homo sapiens,GADD45A,TRUE
9606,Homo sapiens,RGS2,TRUE
9606,Homo sapiens,UCHL5,TRUE
9606,Homo sapiens,BCAS2,TRUE
9606,Homo sapiens,SRSF11,TRUE
9606,Homo sapiens,AGMAT,TRUE
9606,Homo sapiens,TNNI3K,TRUE
9606,Homo sapiens,PHTF1,TRUE
9606,Homo sapiens,ZBTB17,TRUE
9606,Homo sapiens,TTF2,TRUE
9606,Homo sapiens,NR5A2,TRUE
9606,Homo sapiens,ADPRS,TRUE
9606,Homo sapiens,MAP7D1,TRUE
9606,Homo sapiens,WARS2,TRUE
9606,Homo sapiens,MRPS15,TRUE
9606,Homo sapiens,EXOC8,TRUE
9606,Homo sapiens,C1ORF109,TRUE
9606,Homo sapiens,RRAGC,TRUE
9606,Homo sapiens,MTR,TRUE
9606,Homo sapiens,RLF,TRUE
9606,Homo sapiens,KCNQ4,TRUE
9606,Homo sapiens,AKT3,TRUE
9606,Homo sapiens,ETV3,TRUE
9606,Homo sapiens,ST6GALNAC5,TRUE
9606,Homo sapiens,SDHB,TRUE
9606,Homo sapiens,RPF1,TRUE
9606,Homo sapiens,KDM5B,TRUE
9606,Homo sapiens,ZNHIT6,TRUE
9606,Homo sapiens,RBBP5,TRUE
9606,Homo sapiens,RAB29,TRUE
9606,Homo sapiens,CD160,TRUE
9606,Homo sapiens,GALE,TRUE
9606,Homo sapiens,ID3,TRUE
9606,Homo sapiens,PRPF3,TRUE
9606,Homo sapiens,SLC2A1,TRUE
9606,Homo sapiens,EBNA1BP2,TRUE
9606,Homo sapiens,CDC20,TRUE
9606,Homo sapiens,MPL,TRUE
9606,Homo sapiens,IPO13,TRUE
9606,Homo sapiens,ATP6V0B,TRUE
9606,Homo sapiens,B4GALT2,TRUE
9606,Homo sapiens,AKR1A1,TRUE
9606,Homo sapiens,PRDX1,TRUE
9606,Homo sapiens,NSUN4,TRUE
9606,Homo sapiens,DR1,TRUE
9606,Homo sapiens,PRRC2C,TRUE
9606,Homo sapiens,F3,TRUE
9606,Homo sapiens,DPH5,TRUE
9606,Homo sapiens,FASLG,TRUE
9606,Homo sapiens,TNFSF4,TRUE
9606,Homo sapiens,DARS2,TRUE
9606,Homo sapiens,HSD11B1,TRUE
9606,Homo sapiens,UTP25,TRUE
9606,Homo sapiens,SYF2,TRUE
9606,Homo sapiens,STMN1,TRUE
9606,Homo sapiens,MTFR1L,TRUE
9606,Homo sapiens,NEK2,TRUE
9606,Homo sapiens,RPS6KA1,TRUE
9606,Homo sapiens,DHDDS,TRUE
9606,Homo sapiens,NSL1,TRUE
9606,Homo sapiens,ARID1A,TRUE
9606,Homo sapiens,CENPF,TRUE
9606,Homo sapiens,RPA2,TRUE
9606,Homo sapiens,PPP1R8,TRUE
9606,Homo sapiens,STX12,TRUE
9606,Homo sapiens,OSBPL9,TRUE
9606,Homo sapiens,POLR1G,TRUE
9606,Homo sapiens,MESD,TRUE
9606,Homo sapiens,CHRNB4,TRUE
9606,Homo sapiens,STAG1,TRUE
9606,Homo sapiens,STK11,TRUE
9606,Homo sapiens,KMT2A,TRUE
9606,Homo sapiens,APOA1,TRUE
9606,Homo sapiens,RPS25,TRUE
9606,Homo sapiens,KIF14,TRUE
9606,Homo sapiens,DDX59,TRUE
9606,Homo sapiens,FASTKD2,TRUE
9606,Homo sapiens,NRP2,TRUE
9606,Homo sapiens,CREB1,TRUE
9606,Homo sapiens,TTR,TRUE
9606,Homo sapiens,DNAI7,TRUE
9606,Homo sapiens,SPCS2,TRUE
9606,Homo sapiens,USP35,TRUE
9606,Homo sapiens,UBE3D,TRUE
9606,Homo sapiens,ANKRD13C,TRUE
9606,Homo sapiens,MYB,TRUE
9606,Homo sapiens,SGK1,TRUE
9606,Homo sapiens,CCN2,TRUE
9606,Homo sapiens,TCF21,TRUE
9606,Homo sapiens,FBXL5,TRUE
9606,Homo sapiens,MED28,TRUE
9606,Homo sapiens,RXYLT1,TRUE
9606,Homo sapiens,DCLRE1B,TRUE
9606,Homo sapiens,RPN2,TRUE
9606,Homo sapiens,TGIF2,TRUE
9606,Homo sapiens,ABCG2,TRUE
9606,Homo sapiens,SPP1,TRUE
9606,Homo sapiens,CCNI,TRUE
9606,Homo sapiens,PPL,TRUE
9606,Homo sapiens,UBN1,TRUE
9606,Homo sapiens,KLF12,TRUE
9606,Homo sapiens,UCHL3,TRUE
9606,Homo sapiens,CCND2,TRUE
9606,Homo sapiens,FGF23,TRUE
9606,Homo sapiens,GTF3C3,TRUE
9606,Homo sapiens,UBE2B,TRUE
9606,Homo sapiens,TRPM6,TRUE
9606,Homo sapiens,ITGB1BP1,TRUE
9606,Homo sapiens,CPSF3,TRUE
9606,Homo sapiens,SENP5,TRUE
9606,Homo sapiens,HEATR1,TRUE
9606,Homo sapiens,RAD23B,TRUE
9606,Homo sapiens,CTNNAL1,TRUE
9606,Homo sapiens,PTPA,TRUE
9606,Homo sapiens,GLE1,TRUE
9606,Homo sapiens,RAB14,TRUE
9606,Homo sapiens,NEK6,TRUE
9606,Homo sapiens,PPP6C,TRUE
9606,Homo sapiens,NDUFA8,TRUE
9606,Homo sapiens,RBM18,TRUE
9606,Homo sapiens,HSDL2,TRUE
9606,Homo sapiens,MAPKAP1,TRUE
9606,Homo sapiens,NR4A3,TRUE
9606,Homo sapiens,ALG2,TRUE
9606,Homo sapiens,KDSR,TRUE
9606,Homo sapiens,C19ORF25,TRUE
9606,Homo sapiens,ZBTB45,TRUE
9606,Homo sapiens,YLPM1,TRUE
9606,Homo sapiens,FCF1,TRUE
9606,Homo sapiens,IFI27L2,TRUE
9606,Homo sapiens,NEK9,TRUE
9606,Homo sapiens,ACOT2,TRUE
9606,Homo sapiens,LTBP2,TRUE
9606,Homo sapiens,AREL1,TRUE
9606,Homo sapiens,FLVCR2,TRUE
9606,Homo sapiens,ABCD4,TRUE
9606,Homo sapiens,DLST,TRUE
9606,Homo sapiens,PPP4R4,TRUE
9606,Homo sapiens,TGFB3,TRUE
9606,Homo sapiens,SLIRP,TRUE
9606,Homo sapiens,RBM25,TRUE
9606,Homo sapiens,ESRRB,TRUE
9606,Homo sapiens,EIF2B2,TRUE
9606,Homo sapiens,NRDE2,TRUE
9606,Homo sapiens,COQ6,TRUE
9606,Homo sapiens,GPR75,TRUE
9606,Homo sapiens,SUPT7L,TRUE
9606,Homo sapiens,DNMT3A,TRUE
9606,Homo sapiens,TMEM214,TRUE
9606,Homo sapiens,ATAD2B,TRUE
9606,Homo sapiens,ATL2,TRUE
9606,Homo sapiens,YPEL5,TRUE
9606,Homo sapiens,AFTPH,TRUE
9606,Homo sapiens,LGALSL,TRUE
9606,Homo sapiens,BCL11A,TRUE
9606,Homo sapiens,CRIPT,TRUE
9606,Homo sapiens,EPCAM,TRUE
9606,Homo sapiens,SLF2,TRUE
9606,Homo sapiens,ELOVL3,TRUE
9606,Homo sapiens,IFIT3,TRUE
9606,Homo sapiens,IFIT2,TRUE
9606,Homo sapiens,CUTC,TRUE
9606,Homo sapiens,SMNDC1,TRUE
9606,Homo sapiens,HELLS,TRUE
9606,Homo sapiens,WDR11,TRUE
9606,Homo sapiens,ARMH3,TRUE
9606,Homo sapiens,GOT1,TRUE
9606,Homo sapiens,CPN1,TRUE
9606,Homo sapiens,SFRP5,TRUE
9606,Homo sapiens,GNA13,TRUE
9606,Homo sapiens,KANSL1,TRUE
9606,Homo sapiens,HOXB5,TRUE
9606,Homo sapiens,PANK3,TRUE
9606,Homo sapiens,TEK,TRUE
9606,Homo sapiens,RCL1,TRUE
9606,Homo sapiens,INSL6,TRUE
9606,Homo sapiens,IFNA6,TRUE
9606,Homo sapiens,IFNA8,TRUE
9606,Homo sapiens,NUP43,TRUE
9606,Homo sapiens,MTHFD1L,TRUE
9606,Homo sapiens,CCDC170,TRUE
9606,Homo sapiens,WDR55,TRUE
9606,Homo sapiens,SLC25A2,TRUE
9606,Homo sapiens,MRPS14,TRUE
9606,Homo sapiens,CENPL,TRUE
9606,Homo sapiens,TCP1,TRUE
9606,Homo sapiens,PDZD11,TRUE
9606,Homo sapiens,ENY2,TRUE
9606,Homo sapiens,MASTL,TRUE
9606,Homo sapiens,TAF12,TRUE
9606,Homo sapiens,UFM1,TRUE
9606,Homo sapiens,WBP4,TRUE
9606,Homo sapiens,HSPH1,TRUE
9606,Homo sapiens,ALG5,TRUE
9606,Homo sapiens,EXOSC8,TRUE
9606,Homo sapiens,ETF1,TRUE
9606,Homo sapiens,PAIP2,TRUE
9606,Homo sapiens,KDM3B,TRUE
9606,Homo sapiens,NR2C1,TRUE
9606,Homo sapiens,UTP20,TRUE
9606,Homo sapiens,ARL1,TRUE
9606,Homo sapiens,GLT8D2,TRUE
9606,Homo sapiens,SOCS2,TRUE
9606,Homo sapiens,NFYB,TRUE
9606,Homo sapiens,APAF1,TRUE
9606,Homo sapiens,DUSP4,TRUE
9606,Homo sapiens,CLU,TRUE
9606,Homo sapiens,TNFRSF10B,TRUE
9606,Homo sapiens,PTK2B,TRUE
9606,Homo sapiens,PPP3CC,TRUE
9606,Homo sapiens,NPPB,TRUE
9606,Homo sapiens,UBIAD1,TRUE
9606,Homo sapiens,TARDBP,TRUE
9606,Homo sapiens,LYPLA1,TRUE
9606,Homo sapiens,COPS5,TRUE
9606,Homo sapiens,SPOP,TRUE
9606,Homo sapiens,SLC35B1,TRUE
9606,Homo sapiens,NCAPH,TRUE
9606,Homo sapiens,LRAT,TRUE
9606,Homo sapiens,MND1,TRUE
9606,Homo sapiens,TENT4B,TRUE
9606,Homo sapiens,PYROXD1,TRUE
9606,Homo sapiens,B4GALT4,TRUE
9606,Homo sapiens,NAA50,TRUE
9606,Homo sapiens,KIF18A,TRUE
9606,Homo sapiens,GJA8,TRUE
9606,Homo sapiens,MAPK8IP1,TRUE
9606,Homo sapiens,CRY2,TRUE
9606,Homo sapiens,PEX16,TRUE
9606,Homo sapiens,CAT,TRUE
9606,Homo sapiens,TBC1D15,TRUE
9606,Homo sapiens,FABP3,TRUE
9606,Homo sapiens,KHDRBS1,TRUE
9606,Homo sapiens,TMEM39B,TRUE
9606,Homo sapiens,CCRL2,TRUE
9606,Homo sapiens,TNFSF10,TRUE
9606,Homo sapiens,PIK3CA,TRUE
9606,Homo sapiens,PDS5A,TRUE
9606,Homo sapiens,LIAS,TRUE
9606,Homo sapiens,HPCA,TRUE
9606,Homo sapiens,CLCC1,TRUE
9606,Homo sapiens,GPSM2,TRUE
9606,Homo sapiens,ACVR2A,TRUE
9606,Homo sapiens,POLK,TRUE
9606,Homo sapiens,SV2C,TRUE
9606,Homo sapiens,FLT3,TRUE
9606,Homo sapiens,RPL21,TRUE
9606,Homo sapiens,GTF3A,TRUE
9606,Homo sapiens,RASL11A,TRUE
9606,Homo sapiens,MTERF4,TRUE
9606,Homo sapiens,XPNPEP2,TRUE
9606,Homo sapiens,OBP2A,TRUE
9606,Homo sapiens,MRPS2,TRUE
9606,Homo sapiens,PLG,TRUE
9606,Homo sapiens,COPA,TRUE
9606,Homo sapiens,HS3ST2,TRUE
9606,Homo sapiens,RBBP6,TRUE
9606,Homo sapiens,LDB3,TRUE
9606,Homo sapiens,OPN4,TRUE
9606,Homo sapiens,ZNF205,TRUE
9606,Homo sapiens,RPL5,TRUE
9606,Homo sapiens,PTGFR,TRUE
9606,Homo sapiens,LRRC39,TRUE
9606,Homo sapiens,RPAP2,TRUE
9606,Homo sapiens,PMS2,TRUE
9606,Homo sapiens,SEPTIN7,TRUE
9606,Homo sapiens,EEPD1,TRUE
9606,Homo sapiens,KLHL7,TRUE
